artist,artist_processed,rank,song,year,ID_index,negative,positive,n
aretha franklin,aretha franklin,94,think,1968,394,2,18,286
gary lewis and the playboys,gary lewis and the playboys,95,sealed with a kiss,1968,395,5,13,143
big brother and the holding company,big brother and the holding company,96,piece of my heart,1968,396,4,10,349
creedence clearwater revival,creedence clearwater revival,97,suzie q,1968,397,0,14,112
the american breed,the american breed,98,bend me shape me,1968,398,2,6,186
jerry butler,jerry butler,99,hey western union man,1968,399,3,2,250
jerry butler,jerry butler,100,never give you up,1968,400,9,11,337
the archies,the archies,1,sugar sugar,1969,401,0,13,190
the 5th dimension,the 5th dimension,2,aquariuslet the sunshine in,1969,402,2,32,248
the temptations,the temptations,3,i cant get next to you,1969,403,5,3,300
the rolling stones,the rolling stones,4,honky tonk women,1969,404,1,1,110
sly & the family stone,sly & the family stone,5,everyday people,1969,405,2,8,191
tommy roe,tommy roe,6,dizzy,1969,406,0,7,207
sly & the family stone,sly & the family stone,7,hot fun in the summertime,1969,407,0,10,138
tom jones,tom jones,8,ill never fall in love again,1969,408,3,20,154
the foundations,the foundations,9,build me up buttercup,1969,409,9,8,377
tommy james and the shondells,tommy james,10,crimson and clover,1969,410,0,3,56
tommy james and the shondells,the shondells,10,crimson and clover,1969,410,0,3,56
three dog night,three dog night,11,one,1969,411,2,2,143
tommy james and the shondells,tommy james,12,crystal blue persuasion,1969,412,0,9,115
tommy james and the shondells,the shondells,12,crystal blue persuasion,1969,412,0,9,115
the cowsills,the cowsills,13,hair,1969,413,2,8,260
marvin gaye,marvin gaye,14,too busy thinking about my baby,1969,414,0,2,205
henry mancini,henry mancini,15,love theme from romeo and juliet,1969,415,3,6,120
the youngbloods,the youngbloods,16,get together,1969,416,4,9,155
the friends of distinction,the friends of distinction,17,grazing in the grass,1969,417,0,2,437
elvis presley,elvis presley,18,suspicious minds,1969,418,3,10,244
creedence clearwater revival,creedence clearwater revival,19,proud mary,1969,419,2,6,167
jr walker & the all stars,jr walker & the all stars,20,what does it take to win your love,1969,420,NA,NA,NA
the isley brothers,the isley brothers,21,its your thing,1969,421,2,4,241
neil diamond,neil diamond,22,sweet caroline,1969,422,4,11,122
oliver,oliver,23,jean,1969,423,1,0,155
creedence clearwater revival,creedence clearwater revival,24,bad moon rising,1969,424,10,6,135
the beatles with billy preston,the beatles,25,get back,1969,425,0,1,177
the beatles with billy preston,billy preston,25,get back,1969,425,0,1,177
zager & evans,zager & evans,26,in the year 2525,1969,426,6,2,226
blood sweat & tears,blood sweat & tears,27,spinning wheel,1969,427,3,1,102
andy kim,andy kim,28,baby i love you,1969,428,1,17,153
the friends of distinction,the friends of distinction,29,going in circles,1969,429,0,5,197
the lettermen,the lettermen,30,hurt so bad,1969,430,22,8,155
creedence clearwater revival,creedence clearwater revival,31,green river,1969,431,1,5,110
stevie wonder,stevie wonder,32,my cherie amour,1969,432,1,7,167
three dog night,three dog night,33,easy to be hard,1969,433,7,26,155
smith,smith,34,baby its you,1969,434,2,8,146
elvis presley,elvis presley,35,in the ghetto,1969,435,8,1,226
johnny cash,johnny cash,36,a boy named sue,1969,436,17,18,615
the miracles,the miracles,37,baby baby dont cry,1969,437,NA,NA,NA
jerry butler,jerry butler,38,only the strong survive,1969,438,3,18,229
the zombies,the zombies,39,time of the season,1969,439,0,9,125
the 5th dimension,the 5th dimension,40,wedding bell blues,1969,440,1,11,184
bobby sherman,bobby sherman,41,little woman,1969,441,0,4,214
mercy,mercy,42,love can make you happy,1969,442,0,26,144
oliver,oliver,43,good morning starshine,1969,443,0,5,95
the guess who,the guess who,44,these eyes,1969,444,6,18,275
blood sweat & tears,blood sweat & tears,45,youve made me so very happy,1969,445,4,21,202
jackie deshannon,jackie deshannon,46,put a little love in your heart,1969,446,3,21,241
the watts 103rd street rhythm band,the watts 103rd street rhythm band,47,do your thing,1969,447,0,6,118
the grass roots,the grass roots,48,id wait a million years,1969,448,11,6,197
the doors,the doors,49,touch me,1969,449,2,13,155
spiral starecase,spiral starecase,50,more today than yesterday,1969,450,0,13,144
sammy davis jr,sammy davis jr,51,ive gotta be me,1969,451,1,4,147
bob dylan,bob dylan,52,lay lady lay,1969,452,3,4,155
donovan,donovan,53,atlantis,1969,453,0,6,177
classics iv,classics iv,54,traces,1969,454,1,6,100
mama cass elliot,mama cass elliot,55,its getting better,1969,455,0,19,157
jay and the americans,jay and the americans,56,this magic moment,1969,456,0,3,154
the temptations,the temptations,57,runaway child running wild,1969,457,13,11,461
the ventures,the ventures,58,hawaii fiveo,1969,458,0,0,8
glen campbell,glen campbell,59,galveston,1969,459,3,0,90
lou christie,lou christie,60,im gonna make you mine,1969,460,3,2,278
ray stevens,ray stevens,61,gitarzan,1969,461,1,8,275
tyrone davis,tyrone davis,62,can i change my mind,1969,462,2,17,205
booker t & the mgs,booker t & the mgs,63,time is tight,1969,463,NA,NA,NA
dionne warwick,dionne warwick,64,this girls in love with you,1969,464,2,15,184
the winstons,the winstons,65,color him father,1969,465,2,17,306
checkmates ltd,checkmates ltd,66,black pearl,1969,466,1,18,293
1910 fruitgum company,1910 fruitgum company,67,indian giver,1969,467,0,9,142
james brown,james brown,68,mother popcorn,1969,468,2,11,194
edwin starr,edwin starr,69,twentyfive miles,1969,469,NA,NA,NA
new colony six,new colony six,70,things id like to say,1969,470,4,14,166
motherlode,motherlode,71,when i die,1969,471,4,12,175
marvin gaye,marvin gaye,72,thats the way love is,1969,472,6,34,319
harry nilsson,harry nilsson,73,everybodys talkin,1969,473,0,4,125
johnny maestro & the brooklyn bridge,johnny maestro & the brooklyn bridge,74,the worst that could happen,1969,474,8,14,228
joe simon,joe simon,75,the chokin kind,1969,475,6,19,216
the flying machine,the flying machine,76,smile a little smile for me,1969,476,9,16,172
tony joe white,tony joe white,77,polk salad annie,1969,477,11,1,242
kenny rogers & the first edition,kenny rogers,78,ruby dont take your love to town,1969,478,NA,NA,NA
kenny rogers & the first edition,the first edition,78,ruby dont take your love to town,1969,478,NA,NA,NA
joe south,joe south,79,games people play,1969,479,6,4,200
the turtles,the turtles,80,you showed me,1969,480,0,15,181
the cuff links,the cuff links,81,tracy,1969,481,NA,NA,NA
the dells,the dells,82,oh what a night,1969,482,0,27,211
the beatles,the beatles,83,something,1969,483,0,6,127
gary puckett & the union gap,gary puckett & the union gap,84,this girl is a woman now,1969,484,2,7,190
the beatles,the beatles,85,come together,1969,485,0,3,132
bob seger system,bob seger system,86,ramblin gamblin man,1969,486,3,4,156
the supremes & the temptations,the supremes,87,im gonna make you love me,1969,487,NA,NA,NA
the supremes & the temptations,the temptations,87,im gonna make you love me,1969,487,NA,NA,NA
marvin gaye,marvin gaye,88,i heard it through the grapevine,1969,488,7,7,286
crazy elephant,crazy elephant,89,gimme gimme good lovin,1969,489,2,26,100
booker t & the mgs,booker t & the mgs,90,hang em high,1969,490,NA,NA,NA
lou rawls,lou rawls,91,your good thing is about to end,1969,491,NA,NA,NA
the originals,the originals,92,baby im for real,1969,492,NA,NA,NA
edwin hawkins singers,edwin hawkins singers,93,oh happy day,1969,493,14,23,206
tom jones,tom jones,94,love me tonight,1969,494,3,20,225
paul revere & the raiders,paul revere & the raiders,95,mr sun mr moon,1969,495,1,4,146
the guess who,the guess who,96,laughing,1969,496,6,34,232
david ruffin,david ruffin,97,my whole world ended the moment you left me,1969,497,2,9,280
the box tops,the box tops,98,soul deep,1969,498,1,15,202
bj thomas,bj thomas,99,hooked on a feeling,1969,499,1,9,145
the box tops,the box tops,100,sweet cream ladies,1969,500,4,15,165
simon & garfunkel,simon & garfunkel,1,bridge over troubled water,1970,501,8,11,163
the carpenters,the carpenters,2,they long to be close to you,1970,502,0,9,164
the guess who,the guess who,3,american woman,1970,503,8,3,295
bj thomas,bj thomas,4,raindrops keep fallin on my head,1970,504,7,6,167
edwin starr,edwin starr,5,war,1970,505,37,25,326
diana ross,diana ross,6,aint no mountain high enough,1970,506,5,2,235
the jackson 5,the jackson 5,7,ill be there,1970,507,NA,NA,NA
rare earth,rare earth,8,get ready,1970,508,1,45,273
the beatles,the beatles,9,let it be,1970,509,2,8,238
freda payne,freda payne,10,band of gold,1970,510,6,12,241
three dog night,three dog night,11,mama told me not to come,1970,511,3,14,287
ray stevens,ray stevens,12,everything is beautiful,1970,512,1,23,246
bread,bread,13,make it with you,1970,513,1,7,157
vanity fare,vanity fare,14,hitchin a ride,1970,514,1,0,141
the jackson 5,the jackson 5,15,abc,1970,515,6,30,431
the jackson 5,the jackson 5,16,the love you save,1970,516,3,46,397
neil diamond,neil diamond,17,cracklin rosie,1970,517,2,3,284
dawn,dawn,18,candida,1970,518,0,7,127
sly & the family stone,sly & the family stone,19,thank you falettinme be mice elf agin,1970,519,5,19,198
eric burdon & war,eric burdon,20,spill the wine,1970,520,3,2,356
eric burdon & war,war,20,spill the wine,1970,520,3,2,356
five stairsteps,five stairsteps,21,ooh child,1970,521,0,10,105
norman greenbaum,norman greenbaum,22,spirit in the sky,1970,522,1,5,196
melanie,melanie,23,lay down candles in the rain,1970,523,0,10,308
the temptations,the temptations,24,ball of confusion thats what the world is today,1970,524,7,10,290
the moments,the moments,25,love on a twoway street,1970,525,NA,NA,NA
the poppy family,the poppy family,26,which way you goin billy,1970,526,3,4,199
free,free,27,all right now,1970,527,5,9,288
the jackson 5,the jackson 5,28,i want you back,1970,528,3,10,329
bobby sherman,bobby sherman,29,julie do ya love me,1970,529,3,11,230
sugarloaf,sugarloaf,30,greeneyed lady,1970,530,2,11,86
stevie wonder,stevie wonder,31,signed sealed delivered im yours,1970,531,6,3,241
blues image,blues image,32,ride captain ride,1970,532,2,11,211
shocking blue,shocking blue,33,venus,1970,533,3,9,120
john lennon,john lennon,34,instant karma,1970,534,4,22,262
clarence carter,clarence carter,35,patches,1970,535,7,5,415
creedence clearwater revival,creedence clearwater revival,36,lookin out my back door,1970,536,3,5,146
brook benton,brook benton,37,rainy night in georgia,1970,537,3,7,225
kenny rogers & the first edition,kenny rogers,38,somethings burning,1970,538,NA,NA,NA
kenny rogers & the first edition,the first edition,38,somethings burning,1970,538,NA,NA,NA
chairmen of the board,chairmen of the board,39,give me just a little more time,1970,539,6,37,298
edison lighthouse,edison lighthouse,40,love grows where my rosemary goes,1970,540,2,21,211
the beatles,the beatles,41,the long and winding road,1970,541,3,0,141
anne murray,anne murray,42,snowbird,1970,542,2,3,157
marmalade,marmalade,43,reflections of my life,1970,543,8,0,106
eddie holman,eddie holman,44,hey there lonely girl,1970,544,25,10,158
the jaggerz,the jaggerz,45,the rapper,1970,545,2,2,111
the hollies,the hollies,46,he aint heavy hes my brother,1970,546,2,5,114
alive n kickin,alive n kickin,47,tighter tighter,1970,547,0,5,114
badfinger,badfinger,48,come and get it,1970,548,3,8,177
simon & garfunkel,simon & garfunkel,49,cecilia,1970,549,4,15,177
charles wright & the watts 103rd street rhythm band,charles wright,50,love land,1970,550,1,27,247
charles wright & the watts 103rd street rhythm band,the watts 103rd street rhythm band,50,love land,1970,550,1,27,247
tyrone davis,tyrone davis,51,turn back the hands of time,1970,551,3,9,154
the kinks,the kinks,52,lola,1970,552,3,16,257
mungo jerry,mungo jerry,53,in the summertime,1970,553,2,23,346
r dean taylor,r dean taylor,54,indiana wants me,1970,554,4,9,271
rare earth,rare earth,55,i know im losing you,1970,555,16,7,246
bobby sherman,bobby sherman,56,easy come easy go,1970,556,1,11,91
charles wright & the watts 103rd street rhythm band,charles wright,57,express yourself,1970,557,0,5,184
charles wright & the watts 103rd street rhythm band,the watts 103rd street rhythm band,57,express yourself,1970,557,0,5,184
the four tops,the four tops,58,still water love,1970,558,1,2,131
chicago,chicago,59,make me smile,1970,559,2,10,99
frijid pink,frijid pink,60,the house of the rising sun,1970,560,3,2,122
chicago,chicago,61,25 or 6 to 4,1970,561,0,2,85
white plains,white plains,62,my baby loves lovin,1970,562,7,41,260
the friends of distinction,the friends of distinction,63,love or let me be lonely,1970,563,4,12,129
the brotherhood of man,the brotherhood of man,64,united we stand,1970,564,1,7,158
the carpenters,the carpenters,65,weve only just begun,1970,565,0,8,137
mark lindsay,mark lindsay,66,arizona,1970,566,3,3,187
james taylor,james taylor,67,fire and rain,1970,567,4,9,266
gene chandler,gene chandler,68,groovy situation,1970,568,3,7,124
santana,santana,69,evil ways,1970,569,1,4,148
the guess who,the guess who,70,no time,1970,570,2,7,294
the delfonics,the delfonics,71,didnt i blow your mind this time,1970,571,0,5,186
elvis presley,elvis presley,72,the wonder of you,1970,572,1,6,93
creedence clearwater revival,creedence clearwater revival,73,up around the bend,1970,573,0,5,158
ronnie dyson,ronnie dyson,74,if you let me make love to you then why cant i touch you,1970,574,2,10,206
bj thomas,bj thomas,75,i just cant help believing,1970,575,2,5,146
the spinners,the spinners,76,its a shame,1970,576,39,12,285
bobbi martin,bobbi martin,77,for the love of him,1970,577,2,17,218
mountain,mountain,78,mississippi queen,1970,578,1,3,140
ike & tina turner,ike,79,i want to take you higher,1970,579,0,5,196
ike & tina turner,tina turner,79,i want to take you higher,1970,579,0,5,196
joe cocker,joe cocker,80,the letter,1970,580,4,4,194
tee set,tee set,81,ma belle amie,1970,581,0,13,306
the originals,the originals,82,the bells,1970,582,NA,NA,NA
christie,christie,83,yellow river,1970,583,3,7,218
100 proof aged in soul,100 proof aged in soul,84,somebodys been sleeping,1970,584,NA,NA,NA
the ides of march,the ides of march,85,vehicle,1970,585,2,28,267
the pipkins,the pipkins,86,gimme dat ding,1970,586,3,2,279
robin mcnamara,robin mcnamara,87,lay a little lovin on me,1970,587,0,32,335
the supremes,the supremes,88,up the ladder to the roof,1970,588,1,16,223
creedence clearwater revival,creedence clearwater revival,89,travelin band,1970,589,0,17,196
the sandpipers,the sandpipers,90,come saturday morning,1970,590,0,16,153
the temptations,the temptations,91,psychedelic shack,1970,591,2,1,338
tom jones,tom jones,92,without love there is nothing,1970,592,1,12,142
pacific gas & electric,pacific gas & electric,93,are you ready,1970,593,7,46,321
crosby stills nash & young,crosby stills nash & young,94,woodstock,1970,594,2,5,222
dionne warwick,dionne warwick,95,ill never fall in love again,1970,595,6,14,194
the new seekers,the new seekers,96,look what theyve done to my song ma,1970,596,3,8,222
joe south,joe south,97,walk a mile in my shoes,1970,597,9,7,286
bb king,bb king,98,the thrill is gone,1970,598,3,20,127
glen campbell,glen campbell,99,its only make believe,1970,599,0,14,157
aretha franklin,aretha franklin,100,call me,1970,600,2,10,224
three dog night,three dog night,1,joy to the world,1971,601,1,26,245
rod stewart,rod stewart,2,maggie mayreason to believe,1971,602,NA,NA,NA
carole king,carole king,3,its too latei feel the earth move,1971,603,NA,NA,NA
the osmonds,the osmonds,4,one bad apple,1971,604,16,19,305
bee gees,bee gees,5,how can you mend a broken heart,1971,605,11,4,202
paul revere & the raiders,paul revere & the raiders,6,indian reservation the lament of the cherokee reservation indian,1971,606,NA,NA,NA
donny osmond,donny osmond,7,go away little girl,1971,607,0,6,215
john denver,john denver,8,take me home country roads,1971,608,1,2,153
the temptations,the temptations,9,just my imagination running away with me,1971,609,0,11,215
tony orlando and dawn,tony orlando,10,knock three times,1971,610,0,7,227
tony orlando and dawn,dawn,10,knock three times,1971,610,0,7,227
janis joplin,janis joplin,11,me and bobby mcgee,1971,611,2,18,387
